TIME,DEPTH,TIME_QC,LATITUDE,LONGITUDE,POSITION_QC,DC_REFERENCE,TRAJECTORY,DEPH,TEMP,TEMP_QC
2025-04-13 12:00:00,0,1.0,46.8,-35.3,1.0,b'3391881055                      ',b'2DBR8',0.0,19.0,1.0
2025-04-14 00:00:00,0,1.0,45.5,-38.4,1.0,b'3392107650                      ',b'2DBR8',0.0,18.0,1.0
2025-04-14 12:00:00,0,1.0,44.2,-41.5,1.0,b'3392263059                      ',b'2DBR8',0.0,20.0,1.0
2025-04-15 00:00:00,0,1.0,42.9,-44.4,1.0,b'3392686068                      ',b'2DBR8',0.0,21.0,1.0
2025-04-15 12:00:00,0,1.0,42.1,-46.7,1.0,b'3392820790                      ',b'2DBR8',0.0,21.0,1.0
2025-04-16 00:00:00,0,1.0,41.3,-49.1,1.0,b'3393064864                      ',b'2DBR8',0.0,12.0,1.0
2025-04-17 00:00:00,0,1.0,42.5,-53.7,1.0,b'3393432896                      ',b'2DBR8',0.0,11.0,1.0
2025-04-21 00:00:00,0,1.0,43.4,-60.8,1.0,b'3394937982                      ',b'2DBR8',0.0,10.0,1.0
2025-04-21 12:00:00,0,1.0,41.5,-59.7,1.0,b'3395055623                      ',b'2DBR8',0.0,14.0,1.0
2025-04-22 00:00:00,0,1.0,39.3,-58.6,1.0,b'3395507846                      ',b'2DBR8',0.0,21.0,1.0
2025-04-23 00:00:00,0,1.0,34.0,-58.7,1.0,b'3395872321                      ',b'2DBR8',0.0,23.0,4.0
2025-04-23 06:00:00,0,1.0,33.1,-59.8,1.0,b'3395872322                      ',b'2DBR8',0.0,23.0,1.0
2025-04-23 12:00:00,0,1.0,32.3,-61.0,1.0,b'3395997402                      ',b'2DBR8',0.0,23.0,1.0
2025-04-24 00:00:00,0,1.0,30.8,-63.5,1.0,b'3396242036                      ',b'2DBR8',0.0,23.0,1.0
2025-04-24 06:00:00,0,1.0,30.5,-65.0,1.0,b'3396242037                      ',b'2DBR8',0.0,23.0,1.0
2025-04-24 12:00:00,0,1.0,30.1,-66.5,1.0,b'3396406471                      ',b'2DBR8',0.0,23.0,1.0
2025-04-24 18:00:00,0,1.0,29.8,-68.0,1.0,b'3396432642                      ',b'2DBR8',0.0,22.0,1.0
2025-04-25 00:00:00,0,1.0,29.5,-69.5,1.0,b'3396548656                      ',b'2DBR8',0.0,22.0,1.0
2025-04-26 12:00:00,0,1.0,25.7,-77.1,1.0,b'3397140543                      ',b'2DBR8',0.0,24.0,1.0
2025-04-27 00:00:00,0,1.0,25.8,-79.4,1.0,b'3397361879                      ',b'2DBR8',0.0,25.0,4.0
2025-04-27 06:00:00,0,1.0,24.6,-78.7,1.0,b'3397361880                      ',b'2DBR8',0.0,25.0,1.0
2025-04-27 12:00:00,0,1.0,23.9,-80.8,1.0,b'3397482593                      ',b'2DBR8',0.0,26.0,1.0
2025-04-28 00:00:00,0,1.0,23.6,-83.3,1.0,b'3397718404                      ',b'2DBR8',0.0,26.0,1.0
2025-04-28 12:00:00,0,1.0,24.5,-85.8,1.0,b'3397991418                      ',b'2DBR8',0.0,26.0,1.0
2025-04-29 06:00:00,0,1.0,25.0,-87.9,1.0,b'3398387405                      ',b'2DBR8',0.0,28.0,1.0
2025-04-30 12:00:00,0,1.0,24.6,-88.9,1.0,b'3398864005                      ',b'2DBR8',0.0,25.0,1.0
